1,6081931.89614977
2,6095993.412490994
3,6099708.743496192
4,6092588.221825336
5,6089983.430231562
6,6089651.752088229
7,6088935.239235573
8,6080477.6980360085
9,6077414.649486074
10,6094384.950661315
11,6097580.431243243
12,6097413.216105795
13,6093168.39851028
14,6088055.011077533
15,6095222.151843677
16,6086559.391608583
17,6085779.692129897
18,6090566.950325477
19,6099680.161185417
20,6087073.182870721
21,6082186.087724672
22,6091123.878873201
23,6096838.3407875355
24,6091745.317089466
25,6084511.01255299
26,6094759.53184544
27,6105762.144770573
28,6093532.660868743
29,6086710.867711365
30,6090942.148922971
31,6092576.9294822235
32,6099502.0722453445
33,6094917.328057019
34,6094582.112920407
35,6101789.710731258
36,6092404.27809414
37,6093885.046282257
38,6094701.919251965
39,6090396.990132314
40,6091688.007779238
41,6099410.511436373
42,6083264.959206409
43,6088781.372050903
44,6082576.484294767
45,6087600.419464199
46,6085138.54099783
47,6101171.038011437
48,6100484.582729894
49,6090036.39654797
50,6084774.735755835
51,6079736.901686539
52,6090301.509451081
53,6083787.849309276
54,6086099.4062758135
55,6096435.412338795
56,6087700.912062006
57,6097334.184635596
58,6088484.47460728
59,6098388.4495063815
60,6077129.809878505
61,6082618.871757727
62,6084184.155281358
63,6085810.023433899
64,6099042.188473637
65,6088717.052486885
66,6078813.131755917
67,6099029.088390851
68,6091344.367677371
69,6085502.218361191
70,6085975.050224596
71,6099801.75870747
72,6089321.2738624895
73,6080510.718025
74,6095081.544086444
75,6088635.090558502
76,6084294.811120689
77,6081438.969773518
78,6099100.668009635
79,6077955.762466819
80,6087865.2848611
81,6104815.439755813
82,6100117.8009437695
83,6102203.535751513
84,6078601.490789717
85,6087802.175111257
