1,6074886.578402509
2,6075094.8454270195
3,6073811.71280866
4,6084005.414750192
5,6080079.849472446
6,6076516.713713776
7,6074797.1399959205
8,6075571.330291982
9,6075039.496242932
10,6074604.436647519
11,6074141.10104787
12,6074009.3012315435
13,6074369.778147154
14,6072663.415448625
15,6070362.274525407
16,6069458.319655134
17,6071422.7843013685
18,6071011.297494749
19,6078002.705696139
20,6077383.371063166
21,6076163.865388207
22,6076150.879540083
23,6076971.270092904
24,6078816.621809029
25,6083502.5669329455
26,6080956.821788711
27,6073148.696168642
28,6073371.532692891
29,6071971.484204883
30,6072358.767338308
31,6074446.21759945
32,6074352.535189288
33,6074206.094527479
34,6072990.243828769
35,6072053.173609449
36,6073404.3435064955
37,6072721.156078487
38,6071036.795544221
39,6070522.155919838
40,6070515.207036598
41,6069578.398100121
42,6071614.441263742
43,6074013.075996919
44,6072983.212730748
45,6071353.6446442995
46,6067508.226205056
47,6066570.459301492
48,6065909.838327782
49,6065557.877772214
50,6068164.272660589
51,6068622.751697547
52,6070693.659296886
53,6067920.893814192
54,6065843.920300717
55,6064334.638871204
56,6079240.599052489
57,6076224.061024301
58,6075321.105041095
59,6075552.332562883
60,6076274.441296956
61,6076195.011048973
62,6077139.655514469
63,6076883.931638211
64,6078114.687268671
65,6077012.077653297
66,6077894.076523941
67,6077940.738881277
68,6079636.569335941
69,6079344.378233362
70,6080559.725177369
71,6082259.801100595
72,6084395.407910717
73,6087655.979093622
74,6085593.136843788
75,6087083.721780794
76,6088289.676973135
77,6090878.778626949
78,6089453.229346099
79,6090091.734418514
80,6091846.786655991
81,6092279.996357017
82,6094217.845234549
83,6096212.711473446
84,6095585.964313735
85,6097820.62694153
86,6100064.332006098
