1,5152940.027323487
2,5135319.7103256425
3,5146566.925935269
4,5151322.3336295085
5,5135076.596764342
6,5151261.583292246
7,5150471.367408088
8,5153844.578978541
9,5152071.776017618
10,5138679.341580459
11,5150158.742446878
12,5148562.752921792
13,5145404.201366166
14,5140705.220800761
15,5152242.227984059
16,5138100.052465172
17,5139029.423354202
18,5154232.900098522
19,5146954.220809778
20,5140158.977036346
21,5154951.214534779
22,5135370.168922272
23,5149391.289523831
24,5143907.691338784
25,5140710.370785051
26,5145049.021230829
27,5152021.339131052
28,5135470.21466268
29,5151472.085988887
30,5148546.383115921
31,5146414.076278918
32,5151181.4444792485
33,5142911.887281708
34,5149663.8729527965
35,5150077.920554029
36,5149061.294202591
37,5144682.215868233
38,5152893.010989447
39,5151332.065798147
40,5149324.896377218
41,5150889.499051678
42,5154952.856058543
43,5137724.157978192
44,5146767.081974323
45,5147237.822790569
46,5153096.67435255
47,5144276.789248424
48,5146861.0343751265
49,5134166.313233702
50,5141293.113861834
51,5137362.816614477
52,5149992.506872531
53,5143781.6688145865
54,5153539.189449924
55,5138596.117692875
56,5136600.660030164
57,5156344.308995004
58,5139347.536784667
59,5143655.138052561
60,5143286.015771913
61,5146304.662388223
62,5147608.085099854
63,5155856.528313839
64,5143296.882382478
65,5139323.248777021
66,5146360.038444223
67,5151680.549930015
68,5144763.234424562
69,5136014.9996773405
70,5154995.970683937
71,5139075.355944809
72,5150476.401630591
73,5142622.0796116
74,5151999.315701198
75,5142406.003575368
76,5148164.00454854
77,5146644.379394236
78,5148056.970742381
79,5149500.470321785
80,5152635.215296746
81,5145683.789868029
82,5146340.174932679
83,5134069.027942251
84,5142526.143221409
85,5146342.74687452
86,5149077.053033459
87,5148336.449247336
88,5141744.238124748
89,5150238.021392376
90,5150491.173849798
91,5150644.221760536
92,5145000.8624941185
93,5149919.604836172
94,5136803.257305529
95,5150004.618279049
96,5145977.015643241
97,5140482.203250979
98,5148736.986878867
99,5142403.320656943
100,5152651.512192992
101,5138024.601265828
102,5147664.202859477
103,5149770.725275494
104,5140458.829626708
105,5145122.222825006
