1,6073834.435685447
2,6074042.691615801
3,6072759.565008894
4,6082953.257358716
5,6079027.722583963
6,6075464.581471414
7,6073745.007711912
8,6074519.209559829
9,6073987.3771178285
10,6073552.31778263
11,6073088.98775019
12,6072957.178226544
13,6073317.683890557
14,6071611.300986841
15,6069310.142061211
16,6068406.223429174
17,6070370.681119676
18,6069959.215903083
19,6076950.630828932
20,6076331.323271013
21,6075111.806575026
22,6075098.788286815
23,6075919.150938017
24,6077764.486120535
25,6082450.447283859
26,6079904.727679733
27,6072096.547038359
28,6072319.374957784
29,6070919.333109969
30,6071306.604160766
31,6073394.0225958405
32,6073300.36129455
33,6073153.932072083
34,6071938.049514438
35,6071000.981293017
36,6072352.168203837
37,6071668.983792733
38,6069984.613687563
39,6069469.949733005
40,6069463.012094944
41,6068526.19433607
42,6070562.229204796
43,6072960.859127776
44,6071930.971295445
45,6070301.349099471
46,6066456.027170765
47,6065518.248303567
48,6064857.613450922
49,6064505.688911704
50,6067112.059504871
51,6067570.568393457
52,6069641.496230392
53,6066868.7545304755
54,6064791.7811896745
55,6063282.474362438
56,6078188.3622864215
57,6075171.891302542
58,6074268.941374503
59,6074500.152354991
60,6075222.246933997
61,6075142.857108123
62,6076087.502777411
63,6075831.771778393
64,6077062.519584612
65,6075959.905587464
66,6076841.881465526
67,6076888.590791891
68,6078584.401664638
69,6078292.197965986
70,6079507.542067386
71,6081207.612171623
72,6083343.211139994
73,6086603.820932327
74,6084540.910550723
75,6086031.510842393
76,6087237.485728847
77,6089826.604268941
78,6088401.054534489
79,6089039.537253848
80,6090794.590477531
81,6091227.827230204
82,6093165.684671086
83,6095160.558725281
84,6094533.775559043
85,6096768.463302566
86,6099012.162744797
