,0
0,
1,6865.388590540476
2,15368.878496815338
3,556.2725771252839
4,6539.9487431468915
5,12091.854833689295
6,5457.048235429482
7,4520.254898912096
8,8760.123855105949
9,7487.276967890967
10,7575.022200830219
11,4146.402227180067
12,3604.413591159703
13,4507.738016510402
14,7768.294574605053
15,9187.33157266056
16,10607.890655670808
17,8060.803538804517
18,8343.507725023275
19,11623.472402974186
20,6125.269072362296
21,8879.188727170185
22,12418.775949231063
23,3699.8137289125348
24,9880.650339124768
25,6288.514569731054
26,1096.463604696121
27,6533.150065158412
28,11212.832089268632
29,6441.664774559674
30,8772.324860776725
31,1284.9981829581675
32,9371.415864591649
33,3199.91906570688
34,6850.568083310101
35,4827.20139574159
36,4460.667808926157
37,1638.066134914713
38,6817.278007075605
39,5270.129132274787
40,4354.118311623057
41,13322.047676580754
42,8870.189522297518
43,9074.10564930282
44,3402.9796266312483
45,1261.5980499426762
46,7410.790689705059
47,2114.0805110994365
48,5410.935619800789
49,13439.939905413048
50,5099.670373720131
51,9075.48543767181
52,6092.092455016244
53,3709.052966195091
54,8865.187705111366
55,11435.676329359489
56,10682.197479922705
57,10268.897916629741
58,8392.460588456599
59,2918.905494948861
60,5014.771146082502
61,866.6585945690769
62,3717.2619466992815
63,10046.759593835319
64,3606.605563217252
65,7370.337549692367
66,2132.354737538923
67,5778.023283108631
68,2512.2775660902903
69,13249.97967525821
70,9852.802823887023
71,9413.11944032875
72,4752.705518039972
73,3950.094453787608
74,5900.681451327033
75,6216.305141577382
76,2285.6632359552227
77,2424.557428264206
78,3872.9451516039035
79,5193.212157947658
80,13881.074988547089
81,1734.4687231535054
82,12922.794947493932
83,14838.740102692682
84,4795.401039080703
85,4515.522916206808
86,3748.55024529824
87,3235.907294448702
88,5590.815659472126
89,11915.601033086365
90,4945.258698120935
91,6206.526430502467
92,3474.142722034576
93,8196.67416789388
94,11473.43324074646
95,10575.011802120001
96,15078.034509385487
97,7127.600663671245
98,2767.278631149808
99,7208.201040589014
100,8438.385527833881
101,9490.975157387133
102,2234.949968145989
103,3743.8978205355543
104,8894.624580722568
105,1794.0839988184014
