1,1518.8570388158898
2,1672.761244104475
3,475.80055893920286
4,1139.4819045642378
5,2473.41695857735
6,3072.825635433731
7,3424.737230287585
8,4207.014955833873
9,4496.678605589048
10,1461.7364448532708
11,1951.871205923473
12,2638.812274310596
13,1754.626219403917
14,3847.1016302940084
15,9647.686682502856
16,4733.51354540204
17,2661.7338276115224
18,6413.114425868573
19,4539.2208392085795
20,4819.3584558182965
21,4081.717755841525
22,5492.746875483337
23,5927.669728827418
24,7425.904784811059
25,4252.21982534328
26,4228.9103687952975
27,5931.430348037734
28,5000.177425768613
29,5974.698414834736
30,8442.450358042264
31,7638.1383908546395
32,5577.712629071995
33,6454.84334777374
34,7487.753815024896
35,8802.767896951256
36,6110.817178082766
37,11150.130595223727
38,11937.335762905743
39,9774.652743839779
40,6469.488402862724
41,11834.674948159101
42,8823.85106948457
43,9021.68462512775
44,10502.146018578294
45,9489.728035132819
