1,6083225.828538531
2,6097287.2707003625
3,6101002.656010275
4,6093882.267694751
5,6091277.498560693
6,6090945.657205444
7,6090229.151831655
8,6081771.686853221
9,6078708.605879184
10,6095678.943485886
11,6098874.400909747
12,6098707.147266747
13,6094462.383154085
14,6089349.058869267
15,6096516.132133963
16,6087853.413401693
17,6087073.677412926
18,6091861.0548664825
19,6100974.105867519
20,6088367.163359937
21,6083480.114914133
22,6092417.799788429
23,6098132.239596504
24,6093039.268753977
25,6085805.050568398
26,6096053.567006007
27,6107056.169913385
28,6094826.731171339
29,6088004.946775909
30,6092236.0820042705
31,6093870.887260788
32,6100796.076415558
33,6096211.237354712
34,6095876.070517059
35,6103083.695435431
36,6093698.157868284
37,6095178.93962756
38,6095995.853660211
39,6091691.010573957
40,6092982.007914842
41,6100704.392107078
42,6084558.8705883445
43,6090075.39514057
44,6083870.32623878
45,6088894.421611908
46,6086432.550161992
47,6102465.057911712
48,6101778.62673761
49,6091330.354710972
50,6086068.569580147
51,6081030.828914001
52,6091595.390710964
53,6085081.714083955
54,6087393.219691381
55,6097729.353158327
56,6088994.713672629
57,6098628.197582978
58,6089778.3172065
59,6099682.3125805985
60,6078423.713788008
61,6083912.824299952
62,6085478.09301061
63,6087103.885633944
64,6100336.22650243
65,6090010.927720909
66,6080107.041652415
67,6100323.17090858
68,6092638.239416588
69,6086796.113399282
70,6087268.980081071
71,6101095.744228514
72,6090615.272093192
73,6081804.660725494
74,6096375.550461835
75,6089929.072522319
76,6085588.774808842
77,6082732.860273589
78,6100394.686951568
79,6079249.691639345
80,6089159.180963248
81,6106109.513214561
82,6101411.863932342
83,6103497.584982461
84,6079895.370919644
85,6089096.110971194
