1,5755699.90305383
2,5755887.249972801
3,5756343.974205697
4,5757442.103348169
5,5757790.467226011
6,5756822.728295633
7,5755874.154419452
8,5753857.73411444
9,5755237.298962371
10,5756936.061418174
11,5757991.807807192
12,5759281.308459998
13,5754928.635930136
14,5753597.42679848
15,5758188.064797268
16,5752351.391459596
17,5756374.686089105
18,5759717.425578
19,5759712.491557559
20,5761439.220575546
21,5760568.11595634
22,5761905.124127652
23,5761202.59466108
24,5763121.416791686
25,5759829.8627933925
26,5758546.481051797
27,5760167.4144020425
28,5758135.70055756
29,5757694.83432766
30,5761259.458367213
31,5758298.648749943
32,5753743.013302963
33,5755447.822504575
34,5751954.107861296
35,5763308.1832678355
36,5761443.309860904
37,5763587.991276106
38,5765841.193490147
39,5764864.68163499
40,5762661.45669231
41,5760397.149366508
42,5762962.5974225495
43,5760066.541917035
44,5762310.474053491
45,5753861.083841187
